ID,Target_Form_ID,Source_Form_ID,Comment,Source,Xenolog_Cluster_ID,Borrowing_Detection_Method
expert-Meixian-four-1,Meixian-four-1,,,,expert-139,
expert-Meixian-friend-2,Meixian-friend-2,,,,expert-80,
auto-Meixian-friend-2,Meixian-friend-2,,,,auto-82,
expert-Meixian-fruit-2,Meixian-fruit-2,,,,expert-81,
expert-Meixian-ginger-1,Meixian-ginger-1,,,,expert-97,
expert-Meixian-girl-2,Meixian-girl-2,,,,expert-98,
expert-Meixian-goout-1,Meixian-goout-1,,,,expert-150,
auto-Meixian-goout-1,Meixian-goout-1,,,,auto-88,
expert-Meixian-grass-1,Meixian-grass-1,,,,expert-99,
expert-Meixian-guest-1,Meixian-guest-1,,,,expert-160,
expert-Meixian-guest-2,Meixian-guest-2,,,,expert-160,
expert-Meixian-hand-1,Meixian-hand-1,,,,expert-161,
expert-Meixian-hat-2,Meixian-hat-2,,,,expert-164,
auto-Meixian-hat-2,Meixian-hat-2,,,,auto-93,
expert-Meixian-heorshe-1,Meixian-heorshe-1,,,,expert-165,
auto-Meixian-heorshe-1,Meixian-heorshe-1,,,,auto-94,
expert-Meixian-heart-1,Meixian-heart-1,,,,expert-100,
expert-Meixian-hornanatomy-1,Meixian-hornanatomy-1,,,,expert-177,
auto-Meixian-hornanatomy-1,Meixian-hornanatomy-1,,,,auto-97,
expert-Meixian-hundred-1,Meixian-hundred-1,,,,expert-182,
auto-Meixian-hundred-1,Meixian-hundred-1,,,,auto-100,
expert-Meixian-laugh-1,Meixian-laugh-1,,,,expert-194,
expert-Meixian-left-1,Meixian-left-1,,,,expert-104,
expert-Meixian-liver-1,Meixian-liver-1,,,,expert-112,
expert-Meixian-lung-1,Meixian-lung-1,,,,expert-215,
auto-Meixian-lung-1,Meixian-lung-1,,,,auto-113,
auto-Meixian-many-1,Meixian-many-1,,,,auto-114,
expert-Meixian-mat-2,Meixian-mat-2,,,,expert-218,
auto-Meixian-mat-2,Meixian-mat-2,,,,auto-117,
expert-Meixian-meat-1,Meixian-meat-1,,,,expert-220,
expert-Meixian-monkey-2,Meixian-monkey-2,,,,expert-118,
expert-Meixian-mouth-2,Meixian-mouth-2,,,,expert-136,
expert-Meixian-name-1,Meixian-name-1,,,,expert-230,
auto-Meixian-name-1,Meixian-name-1,,,,auto-126,
expert-Meixian-near-1,Meixian-near-1,,,,expert-233,
auto-Meixian-near-1,Meixian-near-1,,,,auto-130,
expert-Meixian-new-1,Meixian-new-1,,,,expert-143,
expert-Meixian-nine-1,Meixian-nine-1,,,,expert-144,
auto-Meixian-nine-1,Meixian-nine-1,,,,auto-136,
expert-Meixian-nose-2,Meixian-nose-2,,,,expert-145,
expert-Meixian-not-2,Meixian-not-2,,,,expert-238,
expert-Meixian-oldaged-2,Meixian-oldaged-2,,,,expert-243,
auto-Meixian-oldaged-2,Meixian-oldaged-2,,,,auto-142,
expert-Meixian-oldersister-2,Meixian-oldersister-2,,,,expert-246,
expert-Meixian-one-1,Meixian-one-1,,,,expert-146,
expert-Meixian-orangefruit-1,Meixian-orangefruit-1,,,,expert-152,
auto-Meixian-orangefruit-1,Meixian-orangefruit-1,,,,auto-151,
expert-Meixian-paddyfield-1,Meixian-paddyfield-1,,,,expert-154,
expert-Meixian-person-1,Meixian-person-1,,,,expert-155,
expert-Meixian-pillow-2,Meixian-pillow-2,,,,expert-157,
auto-Meixian-plantsomething-1,Meixian-plantsomething-1,,,,auto-155,
expert-Meixian-pull-2,Meixian-pull-2,,,,expert-271,
auto-Meixian-pull-2,Meixian-pull-2,,,,auto-156,
expert-Meixian-push-2,Meixian-push-2,,,,expert-275,
expert-Meixian-rainbow-2,Meixian-rainbow-2,,,,expert-162,
expert-Meixian-sand-1,Meixian-sand-1,,,,expert-168,
auto-Meixian-sand-1,Meixian-sand-1,,,,auto-176,
expert-Meixian-scratch-2,Meixian-scratch-2,,,,expert-305,
expert-Meixian-seven-1,Meixian-seven-1,,,,expert-167,
auto-Meixian-seven-1,Meixian-seven-1,,,,auto-179,
expert-Meixian-shoot-1,Meixian-shoot-1,,,,expert-320,
expert-Meixian-sick-1,Meixian-sick-1,,,,expert-326,
auto-Meixian-sick-1,Meixian-sick-1,,,,auto-188,
expert-Meixian-sing-1,Meixian-sing-1,,,,expert-327,
auto-Meixian-sing-1,Meixian-sing-1,,,,auto-189,
expert-Meixian-sit-1,Meixian-sit-1,,,,expert-329,
auto-Meixian-sit-1,Meixian-sit-1,,,,auto-190,
expert-Meixian-six-1,Meixian-six-1,,,,expert-170,
expert-Meixian-skin-1,Meixian-skin-1,,,,expert-171,
auto-Meixian-skin-1,Meixian-skin-1,,,,auto-192,
expert-Meixian-slow-1,Meixian-slow-1,,,,expert-333,
auto-Meixian-slow-1,Meixian-slow-1,,,,auto-193,
expert-Meixian-small-2,Meixian-small-2,,,,expert-337,
expert-Meixian-soninlaw-2,Meixian-soninlaw-2,,,,expert-175,
expert-Meixian-sour-1,Meixian-sour-1,,,,expert-176,
auto-Meixian-stand-2,Meixian-stand-2,,,,auto-208,
expert-Meixian-steal-1,Meixian-steal-1,,,,expert-367,
auto-Meixian-steal-1,Meixian-steal-1,,,,auto-210,
expert-Meixian-sugar-1,Meixian-sugar-1,,,,expert-372,
auto-Meixian-sugar-1,Meixian-sugar-1,,,,auto-214,
auto-Meixian-tell-1,Meixian-tell-1,,,,auto-219,
expert-Meixian-ten-1,Meixian-ten-1,,,,expert-379,
auto-Meixian-ten-1,Meixian-ten-1,,,,auto-220,
expert-Meixian-thick-2,Meixian-thick-2,,,,expert-191,
expert-Meixian-three-1,Meixian-three-1,,,,expert-1920,
expert-Meixian-tired-2,Meixian-tired-2,,,,expert-196,
expert-Meixian-tooth-1,Meixian-tooth-1,,,,expert-200,
auto-Meixian-tooth-1,Meixian-tooth-1,,,,auto-228,
expert-Meixian-two-1,Meixian-two-1,,,,expert-402,
auto-Meixian-two-1,Meixian-two-1,,,,auto-231,
expert-Meixian-untie-2,Meixian-untie-2,,,,expert-404,
auto-Meixian-untie-2,Meixian-untie-2,,,,auto-232,
expert-Meixian-urine-1,Meixian-urine-1,,,,expert-406,
expert-Meixian-village-1,Meixian-village-1,,,,expert-181,
expert-Meixian-vomit-1,Meixian-vomit-1,,,,expert-201,
expert-Meixian-waitfor-1,Meixian-waitfor-1,,,,expert-413,
auto-Meixian-waitfor-1,Meixian-waitfor-1,,,,auto-240,
expert-Meixian-walk-2,Meixian-walk-2,,,,expert-414,
auto-Meixian-walk-2,Meixian-walk-2,,,,auto-241,
auto-Meixian-wear-2,Meixian-wear-2,,,,auto-244,
expert-Meixian-white-1,Meixian-white-1,,,,expert-422,
auto-Meixian-white-1,Meixian-white-1,,,,auto-247,
auto-Meixian-wing-2,Meixian-wing-2,,,,auto-250,
expert-Pandong-bark-1,Pandong-bark-1,,,,expert-24,
auto-Pandong-boat-1,Pandong-boat-1,,,,auto-22,
expert-Pandong-body-1,Pandong-body-1,,,,expert-25,
auto-Pandong-body-1,Pandong-body-1,,,,auto-23,
expert-Pandong-bow-1,Pandong-bow-1,,,,expert-29,
expert-Pandong-bright-1,Pandong-bright-1,,Sinitic 亮 MC ljangH OC raŋ-s,,expert-36,
expert-Pandong-butterfly-1,Pandong-butterfly-1,,,,expert-38,
expert-Pandong-cat-1,Pandong-cat-1,,,,expert-45,
auto-Pandong-cat-1,Pandong-cat-1,,,,auto-29,
expert-Pandong-chicken-1,Pandong-chicken-1,,Sinitic 雞 kej,,expert-49,
auto-Pandong-chicken-1,Pandong-chicken-1,,,,auto-30,
expert-Pandong-chopsticks-1,Pandong-chopsticks-1,,Sinitic 箸 MC drjoH,,expert-40,
auto-Pandong-cloud-1,Pandong-cloud-1,,,,auto-33,
expert-Pandong-cry-1,Pandong-cry-1,,,,expert-79,
auto-Pandong-cry-1,Pandong-cry-1,,,,auto-42,
expert-Pandong-die-1,Pandong-die-1,,,,expert-83,
auto-Pandong-die-1,Pandong-die-1,,,,auto-45,
expert-Pandong-do-1,Pandong-do-1,,,,expert-93,
auto-Pandong-do-1,Pandong-do-1,,,,auto-51,
expert-Pandong-drink-1,Pandong-drink-1,,,,expert-94,
expert-Pandong-duck-1,Pandong-duck-1,,,,expert-105,
expert-Pandong-eat-1,Pandong-eat-1,,Sinitic 吃 MC kj+t,,expert-109,
auto-Pandong-eat-1,Pandong-eat-1,,,,auto-55,
expert-Pandong-egg-1,Pandong-egg-1,,,,expert-52,
auto-Pandong-egg-1,Pandong-egg-1,,,,auto-56,
expert-Pandong-eight-1,Pandong-eight-1,,Sinitic 八 MC peat,,expert-110,
auto-Pandong-eight-1,Pandong-eight-1,,,,auto-57,
expert-Pandong-face-1,Pandong-face-1,,,,expert-115,
auto-Pandong-face-1,Pandong-face-1,,,,auto-61,
expert-Pandong-faecesexcrement-1,Pandong-faecesexcrement-1,,,,expert-116,
auto-Pandong-faecesexcrement-1,Pandong-faecesexcrement-1,,,,auto-62,
auto-Pandong-far-1,Pandong-far-1,,,,auto-64,
expert-Pandong-fast-1,Pandong-fast-1,,,,expert-122,
auto-Pandong-fatobese-1,Pandong-fatobese-1,,,,auto-66,
expert-Pandong-father-1,Pandong-father-1,,,,expert-126,
auto-Pandong-father-1,Pandong-father-1,,,,auto-67,
expert-Pandong-fearbeafraid-1,Pandong-fearbeafraid-1,,,,expert-129,
expert-Pandong-few-1,Pandong-few-1,,Sinitic 少 MC syewX,,expert-67,
expert-Pandong-fire-1,Pandong-fire-1,,Sinitic,,expert-132,
expert-Pandong-five-1,Pandong-five-1,,Sinitic,,expert-69,
auto-Pandong-five-1,Pandong-five-1,,,,auto-77,
expert-Pandong-four-1,Pandong-four-1,,Sinitic,,expert-139,
expert-Pandong-goout-1,Pandong-goout-1,,,,expert-151,
auto-Pandong-green-1,Pandong-green-1,,,,auto-91,
expert-Pandong-guest-1,Pandong-guest-1,,Sinitic,,expert-160,
expert-Pandong-hat-1,Pandong-hat-1,,Sinitic,,expert-164,
auto-Pandong-hat-1,Pandong-hat-1,,,,auto-93,
expert-Pandong-heart-1,Pandong-heart-1,,,,expert-100,
expert-Pandong-hundred-1,Pandong-hundred-1,,,,expert-182,
auto-Pandong-hundred-1,Pandong-hundred-1,,,,auto-100,
auto-Pandong-i-1,Pandong-i-1,,,,auto-101,
expert-Pandong-iron-1,Pandong-iron-1,,Sinitic,,expert-101,
expert-Pandong-itchy-1,Pandong-itchy-1,,,,expert-187,
auto-Pandong-itchy-1,Pandong-itchy-1,,,,auto-104,
expert-Pandong-laugh-1,Pandong-laugh-1,,,,expert-195,
expert-Pandong-lightweight-1,Pandong-lightweight-1,,,,expert-203,
auto-Pandong-long-1,Pandong-long-1,,,,auto-108,
expert-Pandong-look-1,Pandong-look-1,,,,expert-206,
auto-Pandong-look-1,Pandong-look-1,,,,auto-109,
auto-Pandong-many-1,Pandong-many-1,,,,auto-116,
expert-Pandong-monkey-1,Pandong-monkey-1,,,,expert-119,
expert-Pandong-mother-1,Pandong-mother-1,,,,expert-226,
auto-Pandong-mother-1,Pandong-mother-1,,,,auto-123,
expert-Pandong-neck-1,Pandong-neck-1,,,,expert-235,
expert-Pandong-nine-1,Pandong-nine-1,,,,expert-144,
auto-Pandong-nine-1,Pandong-nine-1,,,,auto-135,
expert-Pandong-not-1,Pandong-not-1,,,,expert-239,
auto-Pandong-not-1,Pandong-not-1,,,,auto-138,
expert-Pandong-oldersister-1,Pandong-oldersister-1,,,,expert-246,
auto-Pandong-oldersister-1,Pandong-oldersister-1,,,,auto-145,
expert-Pandong-open-2,Pandong-open-2,,,,expert-250,
expert-Pandong-person-1,Pandong-person-1,,Sinitic 人 MC nyin,,expert-155,
expert-Pandong-red-1,Pandong-red-1,,Sinitic,,expert-163,
auto-Pandong-red-1,Pandong-red-1,,,,auto-166,
expert-Pandong-scratch-1,Pandong-scratch-1,,,,expert-306,
expert-Pandong-seven-1,Pandong-seven-1,,,,expert-167,
auto-Pandong-seven-1,Pandong-seven-1,,,,auto-179,
auto-Pandong-short-1,Pandong-short-1,,,,auto-185,
expert-Pandong-sing-1,Pandong-sing-1,,Sinitic,,expert-327,
expert-Pandong-sit-1,Pandong-sit-1,,,,expert-330,
auto-Pandong-sit-1,Pandong-sit-1,,,,auto-191,
expert-Pandong-six-1,Pandong-six-1,,Sinitic,,expert-170,
expert-Pandong-skin-1,Pandong-skin-1,,Sinitic,,expert-171,
auto-Pandong-skin-1,Pandong-skin-1,,,,auto-192,
expert-Pandong-slow-1,Pandong-slow-1,,,,expert-334,
auto-Pandong-slow-1,Pandong-slow-1,,,,auto-196,
expert-Pandong-soninlaw-1,Pandong-soninlaw-1,,,,expert-174,
expert-Pandong-tea-1,Pandong-tea-1,,Sinitic,,expert-188,
expert-Pandong-ten-1,Pandong-ten-1,,Sinitic,,expert-379,
auto-Pandong-ten-1,Pandong-ten-1,,,,auto-220,
expert-Pandong-thick-1,Pandong-thick-1,,,,expert-381,
auto-Pandong-thick-1,Pandong-thick-1,,,,auto-222,
expert-Pandong-three-1,Pandong-three-1,,Sinitic,,expert-192,
expert-Pandong-tired-1,Pandong-tired-1,,,,expert-391,
auto-Pandong-tired-1,Pandong-tired-1,,,,auto-226,
expert-Pandong-tooth-1,Pandong-tooth-1,,,,expert-392,
auto-Pandong-tooth-1,Pandong-tooth-1,,,,auto-229,
expert-Pandong-urine-1,Pandong-urine-1,,Sinitic,,expert-406,
auto-Pandong-urine-1,Pandong-urine-1,,,,auto-234,
expert-Pandong-village-1,Pandong-village-1,,,,expert-410,
auto-Pandong-village-1,Pandong-village-1,,,,auto-236,
auto-Pandong-wear-1,Pandong-wear-1,,,,auto-244,
expert-RenliEasternSandong-bad-1,RenliEasternSandong-bad-1,,,,expert-7,
auto-RenliEasternSandong-bad-1,RenliEasternSandong-bad-1,,,,auto-6,
expert-RenliEasternSandong-bark-1,RenliEasternSandong-bark-1,,,,expert-24,
expert-RenliEasternSandong-big-1,RenliEasternSandong-big-1,,,,expert-17,
auto-RenliEasternSandong-big-1,RenliEasternSandong-big-1,,,,auto-16,
expert-RenliEasternSandong-body-1,RenliEasternSandong-body-1,,,,expert-25,
auto-RenliEasternSandong-body-1,RenliEasternSandong-body-1,,,,auto-23,
expert-RenliEasternSandong-bow-1,RenliEasternSandong-bow-1,,,,expert-29,
auto-RenliEasternSandong-bow-1,RenliEasternSandong-bow-1,,,,auto-26,
expert-RenliEasternSandong-bright-1,RenliEasternSandong-bright-1,,Sinitic 亮 MC ljangH OC raŋ-s,,expert-36,
expert-RenliEasternSandong-butterfly-1,RenliEasternSandong-butterfly-1,,,,expert-38,
expert-RenliEasternSandong-cat-1,RenliEasternSandong-cat-1,,,,expert-45,
auto-RenliEasternSandong-cat-1,RenliEasternSandong-cat-1,,,,auto-29,
expert-RenliEasternSandong-chicken-1,RenliEasternSandong-chicken-1,,Sinitic 雞 kej,,expert-49,
auto-RenliEasternSandong-chicken-1,RenliEasternSandong-chicken-1,,,,auto-30,
expert-RenliEasternSandong-chopsticks-1,RenliEasternSandong-chopsticks-1,,Sinitic 箸 MC drjoH,,expert-40,
expert-RenliEasternSandong-cloud-1,RenliEasternSandong-cloud-1,,,,expert-58,
auto-RenliEasternSandong-cloud-1,RenliEasternSandong-cloud-1,,,,auto-34,
expert-RenliEasternSandong-cry-1,RenliEasternSandong-cry-1,,,,expert-79,
auto-RenliEasternSandong-cry-1,RenliEasternSandong-cry-1,,,,auto-42,
auto-RenliEasternSandong-deep-1,RenliEasternSandong-deep-1,,,,auto-44,
expert-RenliEasternSandong-die-1,RenliEasternSandong-die-1,,,,expert-83,
auto-RenliEasternSandong-die-1,RenliEasternSandong-die-1,,,,auto-45,
expert-RenliEasternSandong-difficult-1,RenliEasternSandong-difficult-1,,,,expert-84,
auto-RenliEasternSandong-difficult-1,RenliEasternSandong-difficult-1,,,,auto-46,
expert-RenliEasternSandong-do-1,RenliEasternSandong-do-1,,,,expert-93,
auto-RenliEasternSandong-do-1,RenliEasternSandong-do-1,,,,auto-51,
expert-RenliEasternSandong-drink-1,RenliEasternSandong-drink-1,,,,expert-94,
expert-RenliEasternSandong-duck-1,RenliEasternSandong-duck-1,,,,expert-105,
expert-RenliEasternSandong-eat-1,RenliEasternSandong-eat-1,,Sinitic 吃 MC kj+t,,expert-109,
expert-RenliEasternSandong-egg-1,RenliEasternSandong-egg-1,,,,expert-52,
auto-RenliEasternSandong-egg-1,RenliEasternSandong-egg-1,,,,auto-56,
expert-RenliEasternSandong-eight-1,RenliEasternSandong-eight-1,,Sinitic 八 MC peat,,expert-110,
auto-RenliEasternSandong-eight-1,RenliEasternSandong-eight-1,,,,auto-57,
expert-RenliEasternSandong-face-1,RenliEasternSandong-face-1,,,,expert-115,
auto-RenliEasternSandong-face-1,RenliEasternSandong-face-1,,,,auto-61,
expert-RenliEasternSandong-faecesexcrement-1,RenliEasternSandong-faecesexcrement-1,,,,expert-116,
auto-RenliEasternSandong-faecesexcrement-1,RenliEasternSandong-faecesexcrement-1,,,,auto-62,
auto-RenliEasternSandong-far-1,RenliEasternSandong-far-1,,,,auto-64,
expert-RenliEasternSandong-fast-1,RenliEasternSandong-fast-1,,,,expert-122,
expert-RenliEasternSandong-fatobese-1,RenliEasternSandong-fatobese-1,,,,expert-123,
auto-RenliEasternSandong-fatobese-1,RenliEasternSandong-fatobese-1,,,,auto-66,
expert-RenliEasternSandong-father-1,RenliEasternSandong-father-1,,,,expert-126,
auto-RenliEasternSandong-father-1,RenliEasternSandong-father-1,,,,auto-67,
expert-RenliEasternSandong-fearbeafraid-1,RenliEasternSandong-fearbeafraid-1,,,,expert-129,
auto-RenliEasternSandong-fearbeafraid-1,RenliEasternSandong-fearbeafraid-1,,,,auto-73,
expert-RenliEasternSandong-few-1,RenliEasternSandong-few-1,,Sinitic 少 MC syewX,,expert-67,
expert-RenliEasternSandong-fire-1,RenliEasternSandong-fire-1,,Sinitic,,expert-132,
expert-RenliEasternSandong-five-1,RenliEasternSandong-five-1,,Sinitic,,expert-69,
auto-RenliEasternSandong-five-1,RenliEasternSandong-five-1,,,,auto-77,
expert-RenliEasternSandong-four-1,RenliEasternSandong-four-1,,Sinitic,,expert-139,
expert-RenliEasternSandong-goout-1,RenliEasternSandong-goout-1,,,,expert-151,
expert-RenliEasternSandong-guest-1,RenliEasternSandong-guest-1,,Sinitic,,expert-160,
expert-RenliEasternSandong-heart-1,RenliEasternSandong-heart-1,,,,expert-100,
expert-RenliEasternSandong-hundred-1,RenliEasternSandong-hundred-1,,,,expert-182,
auto-RenliEasternSandong-hundred-1,RenliEasternSandong-hundred-1,,,,auto-100,
expert-RenliEasternSandong-iron-1,RenliEasternSandong-iron-1,,Sinitic,,expert-101,
expert-RenliEasternSandong-knowsomething-1,RenliEasternSandong-knowsomething-1,,Sinitic,,expert-210,
auto-RenliEasternSandong-knowsomething-1,RenliEasternSandong-knowsomething-1,,,,auto-105,
expert-RenliEasternSandong-laugh-1,RenliEasternSandong-laugh-1,,,,expert-195,
expert-RenliEasternSandong-lightweight-1,RenliEasternSandong-lightweight-1,,,,expert-203,
auto-RenliEasternSandong-long-1,RenliEasternSandong-long-1,,,,auto-108,
auto-RenliEasternSandong-many-1,RenliEasternSandong-many-1,,,,auto-116,
expert-RenliEasternSandong-monkey-1,RenliEasternSandong-monkey-1,,,,expert-119,
expert-RenliEasternSandong-mother-1,RenliEasternSandong-mother-1,,,,expert-226,
auto-RenliEasternSandong-mother-1,RenliEasternSandong-mother-1,,,,auto-123,
expert-RenliEasternSandong-neck-1,RenliEasternSandong-neck-1,,,,expert-235,
expert-RenliEasternSandong-nine-1,RenliEasternSandong-nine-1,,,,expert-144,
auto-RenliEasternSandong-nine-1,RenliEasternSandong-nine-1,,,,auto-135,
expert-RenliEasternSandong-not-1,RenliEasternSandong-not-1,,,,expert-239,
auto-RenliEasternSandong-not-1,RenliEasternSandong-not-1,,,,auto-138,
expert-RenliEasternSandong-oldersister-1,RenliEasternSandong-oldersister-1,,,,expert-247,
auto-RenliEasternSandong-oldersister-1,RenliEasternSandong-oldersister-1,,,,auto-146,
expert-RenliEasternSandong-open-1,RenliEasternSandong-open-1,,,,expert-250,
expert-RenliEasternSandong-person-1,RenliEasternSandong-person-1,,Sinitic 人 MC nyin,,expert-155,
expert-RenliEasternSandong-pig-1,RenliEasternSandong-pig-1,,Hmong-Mien,,expert-262,
auto-RenliEasternSandong-pig-1,RenliEasternSandong-pig-1,,,,auto-152,
expert-RenliEasternSandong-red-1,RenliEasternSandong-red-1,,Sinitic,,expert-163,
auto-RenliEasternSandong-red-1,RenliEasternSandong-red-1,,,,auto-166,
expert-RenliEasternSandong-rope-1,RenliEasternSandong-rope-1,,,,expert-291,
expert-RenliEasternSandong-seven-1,RenliEasternSandong-seven-1,,,,expert-167,
auto-RenliEasternSandong-seven-1,RenliEasternSandong-seven-1,,,,auto-179,
auto-RenliEasternSandong-short-1,RenliEasternSandong-short-1,,,,auto-185,
expert-RenliEasternSandong-sit-1,RenliEasternSandong-sit-1,,,,expert-330,
auto-RenliEasternSandong-sit-1,RenliEasternSandong-sit-1,,,,auto-191,
expert-RenliEasternSandong-six-1,RenliEasternSandong-six-1,,Sinitic,,expert-170,
expert-RenliEasternSandong-skin-1,RenliEasternSandong-skin-1,,Sinitic,,expert-171,
auto-RenliEasternSandong-skin-1,RenliEasternSandong-skin-1,,,,auto-192,
expert-RenliEasternSandong-soninlaw-1,RenliEasternSandong-soninlaw-1,,,,expert-174,
auto-RenliEasternSandong-stinking-1,RenliEasternSandong-stinking-1,,,,auto-211,
expert-RenliEasternSandong-swim-1,RenliEasternSandong-swim-1,,,,expert-377,
auto-RenliEasternSandong-swim-1,RenliEasternSandong-swim-1,,,,auto-216,
expert-RenliEasternSandong-tea-1,RenliEasternSandong-tea-1,,Sinitic,,expert-188,
auto-RenliEasternSandong-tea-1,RenliEasternSandong-tea-1,,,,auto-218,
expert-RenliEasternSandong-ten-1,RenliEasternSandong-ten-1,,Sinitic,,expert-379,
auto-RenliEasternSandong-ten-1,RenliEasternSandong-ten-1,,,,auto-220,
expert-RenliEasternSandong-thick-1,RenliEasternSandong-thick-1,,,,expert-381,
auto-RenliEasternSandong-thick-1,RenliEasternSandong-thick-1,,,,auto-222,
auto-RenliEasternSandong-thou-1,RenliEasternSandong-thou-1,,,,auto-225,
expert-RenliEasternSandong-three-1,RenliEasternSandong-three-1,,Sinitic,,expert-192,
expert-RenliEasternSandong-tooth-1,RenliEasternSandong-tooth-1,,,,expert-392,
auto-RenliEasternSandong-tooth-1,RenliEasternSandong-tooth-1,,,,auto-229,
expert-RenliEasternSandong-urine-1,RenliEasternSandong-urine-1,,Sinitic,,expert-406,
auto-RenliEasternSandong-urine-1,RenliEasternSandong-urine-1,,,,auto-234,
expert-RenliEasternSandong-village-1,RenliEasternSandong-village-1,,,,expert-410,
auto-RenliEasternSandong-village-1,RenliEasternSandong-village-1,,,,auto-236,
expert-RenliEasternSandong-white-1,RenliEasternSandong-white-1,,,,expert-422,
auto-RenliEasternSandong-white-1,RenliEasternSandong-white-1,,,,auto-247,
expert-ShuigenCentralSandong-bad-1,ShuigenCentralSandong-bad-1,,,,expert-7,
auto-ShuigenCentralSandong-bad-1,ShuigenCentralSandong-bad-1,,,,auto-6,
expert-ShuigenCentralSandong-bark-1,ShuigenCentralSandong-bark-1,,,,expert-24,
auto-ShuigenCentralSandong-be-2,ShuigenCentralSandong-be-2,,,,auto-8,
expert-ShuigenCentralSandong-big-1,ShuigenCentralSandong-big-1,,,,expert-17,
auto-ShuigenCentralSandong-big-1,ShuigenCentralSandong-big-1,,,,auto-16,
expert-ShuigenCentralSandong-body-1,ShuigenCentralSandong-body-1,,,,expert-25,
auto-ShuigenCentralSandong-body-1,ShuigenCentralSandong-body-1,,,,auto-23,
expert-ShuigenCentralSandong-bow-1,ShuigenCentralSandong-bow-1,,,,expert-30,
auto-ShuigenCentralSandong-bow-1,ShuigenCentralSandong-bow-1,,,,auto-24,
expert-ShuigenCentralSandong-bright-1,ShuigenCentralSandong-bright-1,,Sinitic 亮 MC ljangH OC raŋ-s,,expert-36,
expert-ShuigenCentralSandong-butterfly-1,ShuigenCentralSandong-butterfly-1,,,,expert-38,
expert-ShuigenCentralSandong-cat-1,ShuigenCentralSandong-cat-1,,,,expert-45,
auto-ShuigenCentralSandong-cat-1,ShuigenCentralSandong-cat-1,,,,auto-29,
expert-ShuigenCentralSandong-chicken-1,ShuigenCentralSandong-chicken-1,,Sinitic 雞 kej,,expert-49,
auto-ShuigenCentralSandong-chicken-1,ShuigenCentralSandong-chicken-1,,,,auto-30,
expert-ShuigenCentralSandong-chopsticks-1,ShuigenCentralSandong-chopsticks-1,,Sinitic 箸 MC drjoH,,expert-40,
expert-ShuigenCentralSandong-cloud-1,ShuigenCentralSandong-cloud-1,,,,expert-58,
auto-ShuigenCentralSandong-cloud-1,ShuigenCentralSandong-cloud-1,,,,auto-34,
expert-ShuigenCentralSandong-cry-1,ShuigenCentralSandong-cry-1,,,,expert-79,
auto-ShuigenCentralSandong-cry-1,ShuigenCentralSandong-cry-1,,,,auto-42,
auto-ShuigenCentralSandong-deep-1,ShuigenCentralSandong-deep-1,,,,auto-44,
expert-ShuigenCentralSandong-die-1,ShuigenCentralSandong-die-1,,,,expert-83,
auto-ShuigenCentralSandong-die-1,ShuigenCentralSandong-die-1,,,,auto-45,
expert-ShuigenCentralSandong-difficult-1,ShuigenCentralSandong-difficult-1,,,,expert-84,
auto-ShuigenCentralSandong-difficult-1,ShuigenCentralSandong-difficult-1,,,,auto-46,
expert-ShuigenCentralSandong-drink-1,ShuigenCentralSandong-drink-1,,,,expert-94,
expert-ShuigenCentralSandong-duck-1,ShuigenCentralSandong-duck-1,,,,expert-105,
expert-ShuigenCentralSandong-eat-1,ShuigenCentralSandong-eat-1,,Sinitic 吃 MC kj+t,,expert-109,
auto-ShuigenCentralSandong-eat-1,ShuigenCentralSandong-eat-1,,,,auto-55,
expert-ShuigenCentralSandong-egg-1,ShuigenCentralSandong-egg-1,,,,expert-52,
auto-ShuigenCentralSandong-egg-1,ShuigenCentralSandong-egg-1,,,,auto-56,
expert-ShuigenCentralSandong-eight-1,ShuigenCentralSandong-eight-1,,Sinitic 八 MC peat,,expert-110,
auto-ShuigenCentralSandong-eight-1,ShuigenCentralSandong-eight-1,,,,auto-57,
expert-ShuigenCentralSandong-face-1,ShuigenCentralSandong-face-1,,,,expert-115,
auto-ShuigenCentralSandong-face-1,ShuigenCentralSandong-face-1,,,,auto-61,
expert-ShuigenCentralSandong-faecesexcrement-1,ShuigenCentralSandong-faecesexcrement-1,,,,expert-116,
auto-ShuigenCentralSandong-faecesexcrement-1,ShuigenCentralSandong-faecesexcrement-1,,,,auto-62,
auto-ShuigenCentralSandong-far-1,ShuigenCentralSandong-far-1,,,,auto-64,
expert-ShuigenCentralSandong-fast-1,ShuigenCentralSandong-fast-1,,,,expert-122,
expert-ShuigenCentralSandong-fatobese-1,ShuigenCentralSandong-fatobese-1,,,,expert-123,
auto-ShuigenCentralSandong-fatobese-1,ShuigenCentralSandong-fatobese-1,,,,auto-66,
expert-ShuigenCentralSandong-father-1,ShuigenCentralSandong-father-1,,,,expert-126,
auto-ShuigenCentralSandong-father-1,ShuigenCentralSandong-father-1,,,,auto-67,
expert-ShuigenCentralSandong-fearbeafraid-1,ShuigenCentralSandong-fearbeafraid-1,,,,expert-129,
auto-ShuigenCentralSandong-fearbeafraid-1,ShuigenCentralSandong-fearbeafraid-1,,,,auto-73,
expert-ShuigenCentralSandong-few-1,ShuigenCentralSandong-few-1,,Sinitic 少 MC syewX,,expert-67,
expert-ShuigenCentralSandong-fire-1,ShuigenCentralSandong-fire-1,,Sinitic,,expert-132,
